timestamp,x,y,f
0.0000,0.7520,2.9199,3.6218
0.0500,0.9277,3.0884,3.5591
0.1000,1.0156,3.2422,3.5522
0.1500,1.1084,3.7817,3.4346
0.2000,1.2988,5.1074,3.2969
0.2500,1.3281,3.1250,0.0000
0.3000,1.3281,3.1250,0.0000
0.3500,1.3281,3.1250,3.5777
0.4000,1.7139,2.9297,3.1938
0.4500,2.4023,2.8027,3.1136
0.5000,2.4756,3.5059,3.3285
0.5500,2.1582,4.1895,3.0685
0.6000,1.4941,4.7266,0.0000
0.6500,1.4941,4.7266,0.0000
0.7000,1.4941,4.7266,3.2798
0.7500,1.7839,4.5247,3.0641
0.8000,2.3372,4.4141,3.4078
0.8500,2.7344,4.4531,3.0281
0.9000,3.5840,1.8848,0.0000
0.9500,3.5840,1.8848,0.0000
1.0000,3.5840,1.8848,3.0663
1.0500,4.3457,2.6758,3.1161
1.1000,4.6973,4.2188,3.3113
1.1500,3.6426,4.1504,3.3594
1.2000,2.9297,1.7188,0.0000
1.2500,2.9297,1.7188,0.0000
1.3000,2.9297,1.7188,3.9101
1.3500,3.3431,2.5260,3.5230
1.4000,3.3464,6.3542,3.4588
1.4500,3.1934,8.2227,3.4347
1.5000,5.2441,2.3828,0.0000
1.5500,5.2441,2.3828,0.0000
1.6000,5.2441,2.3828,2.6967
1.6500,6.2077,2.3372,2.5105
1.7000,8.1022,1.9987,2.5480
1.7500,9.2773,2.0703,2.6736
1.8000,5.1660,3.7305,0.0000
1.8500,5.1660,3.7305,0.0000
1.9000,5.1660,3.7305,4.1178
1.9500,5.3483,3.9193,4.1388
2.0000,5.5306,4.5085,3.7483
2.0500,5.7129,5.4980,3.8481
2.1000,5.6738,3.9844,0.0000
2.1500,5.6738,3.9844,0.0000
2.2000,5.6738,3.9844,3.2850
2.2500,6.3997,3.7305,3.1342
2.3000,6.8587,3.8477,3.0291
2.3500,6.8164,4.7266,2.7727
2.4000,5.8887,5.1660,0.0000
2.4500,5.8887,5.1660,0.0000
2.5000,5.8887,5.1660,3.1516
2.5500,6.0156,5.0488,2.8227
2.6000,6.3965,4.9512,2.7618
2.6500,6.9141,5.0000,3.2049
2.7000,7.4316,2.3438,0.0000
2.7500,7.4316,2.3438,0.0000
2.8000,7.4316,2.3438,3.4212
2.8500,7.8906,4.2871,2.9878
2.9000,7.7409,7.7539,3.0545
2.9500,6.5332,7.3340,2.8416
