timestamp,x,y,f
0.0000,0.7520,2.9199,2.3837
0.0500,0.9277,3.0884,2.3576
0.1000,1.0156,3.2422,2.2821
0.1500,1.1084,3.7817,2.5154
0.2000,1.2988,5.1074,2.2506
0.2500,1.3281,3.1250,0.0000
0.3000,1.3281,3.1250,0.0000
0.3500,1.3281,3.1250,3.1164
0.4000,1.7139,2.9297,2.6087
0.4500,2.4023,2.8027,3.1360
0.5000,2.4756,3.5059,2.6198
0.5500,2.1582,4.1895,2.7911
0.6000,1.4941,4.7266,0.0000
0.6500,1.4941,4.7266,0.0000
0.7000,1.4941,4.7266,2.7980
0.7500,1.7839,4.5247,2.4571
0.8000,2.3372,4.4141,2.6058
0.8500,2.7344,4.4531,2.7728
0.9000,3.5840,1.8848,0.0000
0.9500,3.5840,1.8848,0.0000
1.0000,3.5840,1.8848,2.5674
1.0500,4.3457,2.6758,2.5988
1.1000,4.6973,4.2188,2.8629
1.1500,3.6426,4.1504,2.7470
1.2000,2.9297,1.7188,0.0000
1.2500,2.9297,1.7188,0.0000
1.3000,2.9297,1.7188,3.7938
1.3500,3.3431,2.5260,3.3472
1.4000,3.3464,6.3542,3.4692
1.4500,3.1934,8.2227,3.5569
1.5000,5.2441,2.3828,0.0000
1.5500,5.2441,2.3828,0.0000
1.6000,5.2441,2.3828,3.8498
1.6500,6.2077,2.3372,4.0852
1.7000,8.1022,1.9987,4.0443
1.7500,9.2773,2.0703,3.9207
1.8000,5.1660,3.7305,0.0000
1.8500,5.1660,3.7305,0.0000
1.9000,5.1660,3.7305,3.6130
1.9500,5.3483,3.9193,3.2890
2.0000,5.5306,4.5085,3.6802
2.0500,5.7129,5.4980,3.4971
2.1000,5.6738,3.9844,0.0000
2.1500,5.6738,3.9844,0.0000
2.2000,5.6738,3.9844,3.3932
2.2500,6.3997,3.7305,3.3649
2.3000,6.8587,3.8477,3.1693
2.3500,6.8164,4.7266,3.0974
2.4000,5.8887,5.1660,0.0000
2.4500,5.8887,5.1660,0.0000
2.5000,5.8887,5.1660,2.7432
2.5500,6.0156,5.0488,2.7136
2.6000,6.3965,4.9512,2.3613
2.6500,6.9141,5.0000,2.2675
2.7000,7.4316,2.3438,0.0000
2.7500,7.4316,2.3438,0.0000
2.8000,7.4316,2.3438,3.4042
2.8500,7.8906,4.2871,3.4000
2.9000,7.7409,7.7539,3.0870
2.9500,6.5332,7.3340,3.1951
